0.937647,0.062353,0.000000,
0.981318,0.018682,0.000000,
1.000000,0.000000,0.000000,
1.000000,0.000000,0.000000,
1.000000,0.000000,0.000000,
1.000000,0.000000,0.000000,
1.000000,0.000000,0.000000,
1.000000,0.000000,0.000000,
0.000000,1.000000,0.000000,
0.000034,0.999966,0.000000,
0.999934,0.000066,0.000000,
0.003775,0.996225,0.000000,
1.000000,0.000000,0.000000,
0.000000,0.000000,1.000000,
1.000000,0.000000,0.000000,
0.997700,0.002300,0.000000,
0.900562,0.099438,0.000000,
1.000000,0.000000,0.000000,
1.000000,0.000000,0.000000,
1.000000,0.000000,0.000000,
0.999992,0.000008,0.000000,
1.000000,0.000000,0.000000,
1.000000,0.000000,0.000000,
1.000000,0.000000,0.000000,
1.000000,0.000000,0.000000,
1.000000,0.000000,0.000000,
1.000000,0.000000,0.000000,
0.000000,1.000000,0.000000,
1.000000,0.000000,0.000000,
1.000000,0.000000,0.000000,
0.000000,1.000000,0.000000,
1.000000,0.000000,0.000000,
0.000000,1.000000,0.000000,
1.000000,0.000000,0.000000,
0.999445,0.000555,0.000000,
1.000000,0.000000,0.000000,
0.000000,1.000000,0.000000,
0.000000,1.000000,0.000000,
1.000000,0.000000,0.000000,
1.000000,0.000000,0.000000,
1.000000,0.000000,0.000000,
1.000000,0.000000,0.000000,
1.000000,0.000000,0.000000,
1.000000,0.000000,0.000000,
0.000000,1.000000,0.000000,
1.000000,0.000000,0.000000,
0.941031,0.058969,0.000000,
1.000000,0.000000,0.000000,
1.000000,0.000000,0.000000,
1.000000,0.000000,0.000000,
0.000000,1.000000,0.000000,
1.000000,0.000000,0.000000,
0.000000,1.000000,0.000000,
1.000000,0.000000,0.000000,
0.000000,0.000000,1.000000,
1.000000,0.000000,0.000000,
0.001111,0.998889,0.000000,
0.000000,1.000000,0.000000,
1.000000,0.000000,0.000000,
0.000000,1.000000,0.000000,
1.000000,0.000000,0.000000,
1.000000,0.000000,0.000000,
0.000000,0.000000,1.000000,
1.000000,0.000000,0.000000,
0.999937,0.000063,0.000000,
1.000000,0.000000,0.000000,
0.000000,1.000000,0.000000,
0.000000,1.000000,0.000000,
1.000000,0.000000,0.000000,
1.000000,0.000000,0.000000,
1.000000,0.000000,0.000000,
1.000000,0.000000,0.000000,
1.000000,0.000000,0.000000,
1.000000,0.000000,0.000000,
0.000000,1.000000,0.000000,
1.000000,0.000000,0.000000,
